userMediaCount,medLikeNumbers,medCommentNumbers,medHashtagNumbers,medUploadIntervals,medUploadHours,countHasLocationInfo,followerCount,followingCount,hasExternalUrl,tagCounts,biographyLength,usernameLength,isFake
53,126.0,1.0,0.0,12.0,17.0,20,385,437,0,60,0,7,0
9,13.0,0.0,0.0,1.0,13.0,0,210,198,1,3,0,12,0
10,40.5,1.0,0.0,136.0,18.5,4,227,255,0,6,136,10,0
2,41.0,2.0,0.0,1178.0,17.5,0,115,77,0,6,0,9,0
722,13.0,0.0,6.0,1.0,15.0,19,3017,2591,0,24,144,13,1
21,146.0,5.0,27.0,2.0,13.0,0,1199,1314,1,0,48,15,1
6,19.0,0.0,0.0,2.0,12.5,0,206,42,1,2,21,8,1
15,340.0,20.0,0.0,7.5,11.0,0,2183,1810,0,38,14,9,1
665,70.0,2.0,0.0,0.0,12.0,1,2823,3983,1,104,64,11,1
18,136.5,0.0,0.0,41.0,18.0,7,534,475,0,5,22,15,0
211,60.0,0.0,1.0,5.0,19.0,90,580,397,1,18,36,11,0
400,54.5,1.0,16.0,1.0,16.0,149,873,342,1,7,76,7,0
4,54.0,0.0,0.5,8.0,14.5,0,113,195,0,0,0,11,0
342,453.5,7.0,29.0,1.0,17.0,0,24458,3212,1,9,125,21,1
743,31.0,1.0,6.0,1.0,15.0,290,11177,1632,0,171,138,15,1
2,101.5,10.5,0.0,28.0,14.5,2,405,471,0,0,32,20,0
163,18.0,2.0,0.0,4.0,16.0,67,1067,2515,0,6,71,14,1
65,95.0,4.0,28.0,1.0,11.0,61,1619,7200,0,4,144,13,1
292,77.5,2.0,5.0,3.0,17.0,198,2717,772,0,29,53,11,1
590,59.0,1.0,13.0,2.0,17.0,389,6589,726,1,85,113,9,1
1000,64.0,0.0,0.0,1.0,15.0,128,1111,1869,1,17,123,15,1
102,141.0,4.0,6.0,1.0,11.0,0,2594,370,1,5,41,12,1
22,71.0,3.5,2.0,22.0,16.0,3,271,277,0,0,57,16,0
11,15.0,0.0,2.0,31.5,13.0,0,175,179,0,4,6,5,0
1,82.0,1.0,0.0,3.5,19.0,0,274,257,0,8,32,17,0
180,25.5,0.0,6.0,0.0,16.0,34,2536,2715,1,23,148,13,1
1,74.0,3.0,0.0,3.5,14.0,1,142,139,0,2,0,14,0
166,471.0,3.0,30.0,1.0,21.0,2,2561,1569,1,95,121,16,1
698,72.0,2.0,0.0,0.0,12.0,1,3072,2595,1,104,64,11,1
1000,62.0,2.0,0.0,1.0,5.5,544,9867,5408,1,296,150,9,1
16,29.5,1.5,5.0,0.0,21.5,0,284,382,0,8,133,12,1
279,190.0,2.0,11.0,1.0,17.0,158,14952,6671,1,52,145,19,1
95,13.0,0.0,0.0,2.0,18.0,41,208,337,0,1,0,8,0
3,71.0,2.0,0.0,96.5,21.0,2,166,188,0,2,14,12,0
130,174.0,4.0,1.0,7.0,18.0,115,1783,983,0,182,0,8,0
34,54.0,0.0,0.0,6.0,16.5,23,240,346,0,12,0,11,0
132,51.5,1.0,0.0,5.0,14.0,0,1040,1213,0,14,124,15,1
502,95.0,3.5,1.0,1.0,8.0,226,5014,2571,1,164,147,13,1
304,37.0,2.0,2.0,1.0,14.0,292,10809,4735,1,48,138,9,1
0,0.0,0.0,0.0,3.5,16.0,0,4,9,0,0,0,17,0
540,44.0,2.0,19.0,1.0,8.0,48,3552,1156,1,42,145,7,1
126,39.0,1.0,1.0,0.0,13.5,63,2517,6741,0,1,140,10,1
297,37.0,0.0,0.0,2.0,9.0,132,362,1056,0,124,0,12,0
8,214.0,48.0,11.5,2.0,22.5,1,458,302,0,0,86,15,1
76,37.5,1.0,19.0,1.0,4.5,60,1807,2841,1,0,136,19,1
191,29.0,0.0,8.0,1.0,4.0,38,1906,814,1,89,39,21,1
93,222.0,6.0,0.0,3.0,15.0,79,5924,1603,1,9,129,10,1
327,254.0,8.0,30.0,1.0,1.0,305,5282,5407,1,26,143,11,1
476,67.0,3.0,7.0,1.0,11.0,409,4981,1972,1,37,132,20,1
27,26.0,0.0,9.0,1.0,14.0,0,458,1423,0,0,0,14,1
60,512.0,3.0,5.0,2.0,15.0,1,3434,2019,0,11,120,20,1
23,414.0,0.0,0.0,9.5,12.0,1,190,251,1,2,0,10,1
200,51.0,1.0,3.0,7.0,17.0,175,724,598,0,57,66,7,0
32,26.0,0.0,0.0,5.0,7.5,1,626,306,0,5,125,12,1
14,1995.5,9.0,27.5,2.0,6.0,9,816,2478,0,0,44,11,1
134,40.0,1.0,0.0,12.0,17.5,90,307,298,0,84,46,11,0
64,61.5,0.0,0.0,3.0,18.0,24,249,314,0,2,0,11,0
10,200.0,4.0,0.0,1.0,5.0,10,1239,518,0,0,75,15,1
78,25.5,0.0,3.5,14.0,15.0,40,544,505,0,21,39,11,0
17,24.0,0.0,0.0,56.5,21.0,4,202,216,0,3,42,6,0
94,94.5,0.0,0.0,12.0,17.0,49,469,536,0,26,32,11,0
23,121.0,0.0,1.0,23.5,17.0,10,617,529,0,12,63,8,0
145,27.0,1.0,0.0,1.0,16.0,87,3940,1524,1,47,125,8,1
0,0.0,0.0,0.0,3.5,16.0,0,215,199,0,1,3,17,0
502,195.5,6.0,0.0,0.0,12.0,455,3968,2127,1,87,63,18,1
24,152.0,3.5,30.0,2.0,6.0,12,1159,401,1,11,57,13,1
475,57.0,0.0,26.0,1.0,16.0,104,11600,7159,1,224,61,8,1
194,129.0,1.0,0.0,5.0,17.0,77,957,761,0,113,111,20,0
33,41.0,0.0,0.0,6.0,14.0,26,266,354,1,4,45,19,0
36,80.5,2.0,28.0,1.0,14.0,5,904,657,1,3,59,19,1
219,27.0,0.0,0.0,3.0,17.0,52,478,597,0,34,18,7,0
450,20.0,0.0,2.0,1.0,15.0,87,1013,1028,0,21,46,9,0
579,50.0,2.0,0.0,2.0,17.0,333,3564,1972,0,111,50,12,1
49,51.0,1.0,0.0,15.5,18.0,36,358,493,0,44,44,11,0
7,59.0,0.0,0.0,42.5,16.0,4,194,211,0,3,35,10,0
979,17.0,0.0,1.0,1.0,16.0,115,1266,697,1,47,60,14,1
23,154.0,2.0,6.0,8.5,19.0,23,1578,938,1,33,81,14,1
8,61.0,2.0,4.5,1.0,19.5,0,404,1700,0,0,116,12,1
167,4.0,0.0,0.0,2.0,17.0,16,190,356,0,9,0,6,0
387,20.0,0.0,2.0,2.0,18.0,66,272,528,0,30,32,10,0
3,91.0,3.0,1.0,76.0,4.0,3,768,882,0,5,59,7,1
1,7.0,0.0,0.0,3.5,18.0,0,27,24,0,0,54,11,0
24,30.0,0.5,2.0,46.0,17.5,12,304,339,0,60,0,14,0
23,14.0,0.0,0.0,3.5,20.0,1,219,398,0,1,0,11,0
1000,88.0,4.0,4.0,1.0,8.0,99,8675,1799,0,205,81,18,1
712,143.0,5.0,26.0,1.0,15.0,575,13466,5277,0,56,116,14,1
3,56.0,1.0,0.0,135.5,21.0,1,183,250,0,36,0,11,0
49,105.0,6.0,30.0,1.0,15.0,0,4987,7279,0,50,61,18,1
55,27.0,0.0,0.0,15.0,19.0,45,225,238,0,38,0,15,0
50,17.5,0.0,0.0,5.0,14.0,0,360,417,0,6,116,12,0
18,54.5,2.0,0.0,0.0,12.0,6,2005,1759,0,20,26,13,1
208,16.0,0.0,20.0,6.0,16.0,67,646,1060,0,16,98,10,1
315,20.0,1.0,2.0,2.0,13.0,0,997,314,0,20,25,14,1
48,33.5,0.0,2.0,6.0,16.0,39,370,454,0,29,32,7,0
6,106.5,6.5,9.0,1.0,18.0,0,817,1828,1,0,74,15,1
88,83.5,3.0,8.0,2.0,11.5,72,3038,3920,0,13,0,13,1
0,0.0,0.0,0.0,3.5,16.0,0,40,45,0,0,11,10,0
74,33.5,1.0,26.0,0.0,14.0,2,562,788,1,1,113,15,1
966,108.5,4.0,9.0,1.0,14.0,373,21248,4402,1,627,140,11,1
46,136.0,1.0,3.5,21.0,19.0,30,544,501,0,25,39,9,0
34,191.5,6.0,0.0,14.0,21.0,17,749,663,0,32,25,6,0
16,62.0,3.0,0.0,38.0,17.0,9,469,473,0,41,8,12,0
239,33.0,0.0,7.0,1.5,17.0,226,1736,3623,0,3,139,16,1
52,234.5,19.5,21.0,1.0,17.0,28,3271,3121,0,41,40,15,1
141,1311.0,45.0,13.0,4.0,5.0,128,20593,3891,1,512,87,12,1
7,260.0,9.0,1.0,21.5,21.0,4,592,521,0,2,26,11,0
612,113.0,1.0,0.0,1.0,15.0,197,58094,7316,1,160,102,15,1
32,41.5,0.0,0.0,1.0,9.0,0,421,1182,0,0,136,23,1
36,309.0,3.0,3.0,4.0,7.0,0,11090,1594,1,25,132,13,1
0,0.0,0.0,0.0,3.5,16.0,0,63,104,0,1,0,12,0
61,84.0,1.0,0.0,13.0,18.0,15,331,389,0,51,0,12,0
21,95.0,3.0,0.0,40.0,16.0,3,458,455,0,21,41,12,0
65,139.0,2.0,0.0,11.0,16.0,25,444,354,0,61,5,12,0
545,397.0,7.0,0.0,1.0,20.0,20,17897,7132,1,143,27,22,1
34,70.0,1.0,0.0,27.0,19.5,30,469,546,0,115,0,9,0
74,12.0,0.0,0.0,1.0,9.0,29,255,432,0,4,0,10,0
100,37.5,0.0,4.0,0.0,15.0,5,9932,14,1,3,91,9,1
0,0.0,0.0,0.0,3.5,16.0,0,74,89,0,11,0,10,0
93,45.0,4.0,0.0,1.0,10.0,0,4763,3324,0,1,146,19,1
1,256.0,13.0,14.0,3.5,6.0,0,7658,2372,0,0,15,8,1
255,401.0,2.0,1.0,1.0,17.0,2,7517,5134,1,0,78,14,1
132,2106.5,1.0,27.0,1.0,14.0,124,203175,796,0,3,146,18,1
594,4.0,0.0,0.0,0.0,12.0,130,492,2774,1,2,87,7,1
16,81.0,5.0,0.0,1.0,5.5,0,609,285,0,0,0,19,1
9,36.0,0.0,0.0,50.0,14.0,5,345,373,1,5,0,16,0
37,76.0,3.0,0.0,6.0,12.0,2,1413,1859,1,36,128,11,1
155,70.0,1.0,0.0,6.0,16.0,17,428,625,0,0,0,14,0
1000,29.0,1.0,0.0,1.0,16.0,518,1441,2888,0,30,13,8,1
199,19.0,1.0,1.0,3.0,16.0,0,3760,5858,1,4,66,20,1
99,62.0,0.0,0.0,8.0,16.0,35,322,305,0,47,31,11,0
152,30.0,2.0,22.0,0.0,6.0,26,2483,2501,0,6,112,13,1
2,11.0,1.0,0.0,7.0,16.5,0,124,140,0,16,103,8,0
147,194.0,4.0,29.0,3.5,18.0,30,13419,1483,1,61,131,22,1
11,82.0,3.0,0.0,39.5,21.0,1,1054,2272,0,5,18,7,1
22,132.5,4.5,7.0,4.0,7.0,21,1030,591,0,0,23,9,1
687,58.0,4.0,3.0,1.0,16.0,207,6789,1253,0,119,148,12,1
27,29.0,0.0,30.0,0.0,14.0,0,1251,7336,1,8,111,13,1
92,42.5,0.0,1.0,8.0,17.0,55,352,331,0,33,0,9,0
108,225.0,4.0,12.0,1.0,8.0,76,3560,3290,1,7,80,14,1
120,36.5,1.0,8.0,2.0,12.0,3,1364,629,0,52,24,12,0
66,114.0,2.5,0.0,16.0,20.5,18,387,455,0,10,0,12,0
19,163.0,0.0,0.0,19.5,16.0,16,579,612,0,27,33,8,0
244,1284.5,8.0,5.0,1.0,17.0,133,10739,5741,1,580,145,14,1
672,1250.0,18.0,28.0,0.0,14.0,667,98316,852,1,6090,118,22,1
16,1223.0,16.0,0.0,5.0,4.5,0,23389,1453,1,3,113,9,1
46,14.0,0.0,0.0,10.0,13.5,18,108,73,0,4,25,13,0
9,42.0,0.0,1.0,39.5,16.0,6,192,233,0,1,40,10,0
356,738.0,19.0,0.0,2.0,20.0,331,26160,2597,1,615,94,7,1
31,91.0,1.0,1.0,3.0,20.0,16,385,256,0,21,88,12,1
53,97.0,2.0,0.0,23.0,14.0,40,443,630,0,66,52,10,0
18,946.0,7.5,0.5,2.0,15.0,18,15577,1713,1,479,135,10,1
233,259.0,7.0,3.0,3.0,19.0,167,20229,1291,1,262,56,8,1
148,59.5,2.0,28.0,1.0,15.0,50,6204,6838,1,6,143,22,1
22,61.5,1.0,3.0,28.0,21.0,5,396,343,0,44,6,10,0
170,51.0,0.0,2.0,4.0,17.0,110,494,642,0,88,0,11,0
15,1373.0,105.0,0.0,14.5,17.0,6,25558,3716,1,3,146,7,1
8,55.5,1.0,0.5,77.0,16.5,2,333,330,0,58,0,11,0
194,81.0,4.0,7.0,2.0,17.0,22,5766,7441,1,14,98,16,1
584,147.5,2.0,6.0,1.0,16.0,88,5774,394,0,45,113,12,1
20,195.0,1.5,0.0,11.0,17.0,5,10558,547,0,0,56,9,1
162,74.5,0.0,1.0,7.0,18.0,54,558,610,0,2,36,10,0
105,63.0,1.0,9.0,0.0,5.0,72,987,632,1,3,14,13,1
135,25.0,2.0,6.0,1.5,6.0,19,1384,1555,1,5,122,18,1
0,0.0,0.0,0.0,3.5,16.0,0,41,9,0,0,3,8,1
92,197.0,7.0,20.0,1.0,12.0,0,11135,1560,0,603,26,25,1
8,10.5,0.0,0.0,0.0,23.0,0,162,719,0,0,135,18,1
322,94.0,2.0,2.0,2.0,11.0,28,4543,3525,1,492,136,10,1
113,31.0,0.0,1.0,11.0,16.0,30,519,484,0,107,45,9,0
28,637.0,6.0,10.0,1.0,18.0,10,13724,4919,0,3,0,7,1
38,264.5,2.0,0.0,3.0,14.0,34,299,156,0,1,33,7,0
84,12.0,0.0,0.0,5.0,16.0,3,228,97,0,0,10,11,0
306,729.5,20.0,1.0,2.0,20.0,296,25827,2925,1,129,80,9,1
320,62.0,1.0,5.0,1.0,17.0,4,4994,4481,1,717,129,20,1
8,140.0,4.0,0.0,40.0,16.0,0,332,337,0,16,0,11,0
1,397.0,20.0,1.0,3.5,23.0,0,35188,738,1,23,0,13,1
59,42.0,1.0,0.0,4.0,9.0,18,1144,2057,0,33,133,8,1
44,93.0,3.0,1.0,18.0,20.0,24,357,489,0,54,0,11,0
6,96.0,3.5,1.0,115.0,6.5,2,592,1003,0,20,56,12,1
46,37.0,0.0,0.0,11.0,16.0,5,480,466,0,25,20,15,0
2,23.0,0.0,0.0,40.0,0.5,0,56,65,0,0,0,10,0
77,48.0,1.0,24.0,2.0,16.0,44,1463,2802,1,44,150,13,1
452,42.5,3.0,3.0,2.0,10.0,93,10282,3626,1,108,133,16,1
1,801.0,0.0,0.0,3.5,22.0,0,63,681,0,1,141,16,1
2,158.5,4.5,14.0,16.0,22.0,0,174,556,0,1,0,16,1
72,5.0,0.0,1.0,0.0,17.0,8,159,369,0,8,9,13,0
57,24.0,0.0,0.0,4.0,6.0,4,157,203,0,4,0,13,0
37,492.0,16.0,3.0,4.0,16.0,22,33000,4184,1,24,102,9,1
143,291.0,16.0,0.0,6.0,19.0,112,9966,2666,1,151,150,16,1
69,169.0,2.0,0.0,4.5,18.0,23,616,604,0,19,8,12,0
330,46.5,3.0,0.0,2.0,16.0,79,1568,765,0,83,74,11,1
192,137.0,3.0,8.0,1.0,13.0,2,3242,1827,0,14,127,10,1
7,130.0,4.0,0.0,64.5,18.0,6,355,344,0,2,21,13,0
11,70.0,0.0,0.0,26.0,21.0,5,206,210,0,1,42,10,0
450,835.5,2.0,0.0,2.0,7.0,223,12263,4674,1,2810,133,18,1
78,27.0,1.0,6.0,16.0,16.0,56,224,187,0,17,146,8,0
2,51.5,4.0,0.0,880.0,16.0,1,194,225,0,12,0,10,0
0,0.0,0.0,0.0,3.5,16.0,0,151,172,0,0,0,8,0
79,11.0,0.0,3.0,7.0,16.0,58,187,268,0,185,0,8,0
1000,234.0,5.0,25.0,0.0,7.0,11,6292,1512,0,1256,59,13,1
4,4.0,0.0,0.0,9.0,16.5,0,175,39,0,20,0,11,0
52,110.5,2.0,6.5,22.0,16.5,11,820,817,0,20,66,15,0
101,173.0,2.0,1.0,6.0,17.0,15,1486,993,1,22,144,13,0
18,44.0,0.0,1.0,59.0,15.5,13,216,245,0,96,0,13,0
2,196.5,3.5,0.0,12.0,16.0,0,439,578,0,81,0,8,0
57,152.0,9.0,0.0,1.0,12.0,0,7529,1408,1,10,29,16,1
1000,252.5,4.0,9.0,1.0,15.0,960,23087,1745,1,449,141,6,1
178,39.0,2.0,30.0,2.0,15.5,118,1202,1605,1,0,55,7,1
134,103.5,1.0,0.0,6.0,19.0,70,278,323,0,12,0,8,0
30,113.0,2.0,0.0,36.0,18.0,14,456,538,0,0,8,11,0
578,32.0,1.0,13.0,1.0,12.0,16,5260,2785,1,97,23,16,1
12,27.0,0.5,28.0,0.0,18.0,0,122,963,0,0,108,15,1
149,88.0,4.0,2.0,7.0,6.0,112,2949,1797,1,162,91,15,1
166,177.0,3.0,0.0,1.0,10.0,79,5874,1897,0,8,0,10,1
359,10.0,0.0,1.0,0.0,13.0,0,2663,4312,1,4,148,16,1
212,72.5,2.0,0.0,3.0,9.0,20,2417,1343,0,53,144,11,1
119,60.0,1.0,2.0,7.0,7.0,93,10228,7108,0,98,17,14,1
33,12.0,0.0,0.0,15.5,18.0,0,173,132,0,5,0,10,0
265,44.0,1.0,0.0,4.0,17.0,37,300,597,0,70,13,6,0
0,0.0,0.0,0.0,3.5,16.0,0,278,302,0,1,19,15,0
45,110.0,2.0,0.0,30.5,20.0,4,362,437,0,4,23,10,0
222,336.0,5.5,0.0,3.0,13.0,54,5668,3295,0,72,66,14,1
3,8.0,2.0,0.0,749.0,15.0,0,244,284,0,166,0,9,0
48,194.0,0.0,0.0,20.0,20.0,8,853,554,0,32,46,8,0
1000,50.0,2.0,25.0,1.0,7.0,791,4005,1086,1,112,125,10,1
149,39.0,1.0,9.0,5.0,17.0,5,7413,1986,0,534,84,7,1
11,27.0,1.0,1.0,15.5,14.0,0,209,557,0,23,0,8,0
63,19.0,0.0,0.0,1.0,11.0,2,982,2759,1,0,73,11,1
115,125.0,6.0,0.0,2.0,13.0,20,7694,5895,1,10,100,13,1
974,24.0,0.0,1.0,1.0,17.0,263,609,1159,1,218,1,13,0
137,40.0,1.0,3.0,4.0,7.0,67,430,478,0,80,4,11,0
659,80.0,1.0,14.0,1.0,16.0,348,5796,6866,1,134,140,12,1
151,128.0,3.0,16.0,5.5,16.0,25,2112,963,0,174,17,9,1
37,35.0,0.0,3.0,0.0,17.0,37,4546,3209,1,60,10,17,1
23,144.0,6.0,29.0,0.0,17.0,15,845,696,1,3,150,18,1
253,435.0,3.0,0.0,1.0,20.0,90,10958,4048,1,204,144,8,1
27,284.0,3.0,0.0,36.0,18.0,10,794,784,0,103,0,11,0
17,39.0,1.0,2.0,33.5,19.0,2,543,731,0,159,0,8,0
32,45.5,0.0,1.0,19.0,18.5,12,212,250,0,0,23,10,0
16,164.0,3.0,1.0,0.0,6.0,4,2510,7491,0,1,84,9,1
93,129.0,0.0,0.0,4.0,16.0,20,1000,450,0,9,0,11,0
44,53.5,0.0,0.0,0.0,9.5,0,913,2051,0,4,40,9,1
6,27.5,0.0,0.0,53.0,20.5,4,110,136,0,4,19,10,0
36,84.0,10.0,0.0,5.0,8.0,8,1406,1582,0,30,31,9,1
88,156.5,2.0,5.0,2.0,7.0,52,8570,3054,1,65,134,11,1
5,9.0,0.0,3.0,67.0,9.0,0,88,143,0,4,34,8,0
12,29.5,1.0,0.0,28.0,17.0,5,270,318,0,10,23,11,0
84,1176.5,23.5,20.0,1.0,19.0,68,14787,7500,0,47,124,12,1
672,347.5,4.0,0.0,0.0,10.0,4,46510,6109,1,8963,132,17,1
3,34.0,2.0,0.0,106.5,17.0,2,81,171,0,2,3,12,0
237,54.0,1.0,0.0,3.0,16.0,125,516,864,0,31,72,8,0
12,355.0,5.5,30.0,1.0,4.5,0,1944,1070,1,0,149,11,1
688,103.0,1.0,12.0,1.0,14.0,526,22800,7500,1,42,79,12,1
165,95.0,1.0,0.0,6.0,18.0,75,630,663,0,65,39,15,0
96,135.0,0.0,0.0,10.0,17.0,45,563,616,0,51,8,8,0
7,58.0,1.0,3.0,54.0,19.0,3,417,544,0,6,34,8,0
329,44.0,1.0,4.0,2.0,16.0,62,3105,1139,1,160,148,10,1
31,52.0,0.0,1.0,22.5,15.0,3,615,587,0,41,17,7,0
68,52.5,1.0,1.0,10.0,16.0,39,245,287,0,28,35,14,0
458,37.0,2.0,20.0,0.0,9.0,142,4003,1364,1,0,112,11,1
258,18.5,0.0,3.0,2.0,18.0,51,3843,3354,1,27,131,21,1
862,64.0,2.0,2.0,1.0,4.0,109,25479,2665,1,465,149,9,1
0,0.0,0.0,0.0,3.5,16.0,0,345,3387,0,0,85,18,1
28,89.5,1.5,0.0,10.0,21.0,18,431,431,0,17,32,12,0
385,22.0,0.0,23.0,0.0,17.0,1,1347,518,0,1,81,7,1
1000,126.0,6.0,24.0,1.0,17.0,246,21624,4293,1,119,103,13,1
25,170.0,2.0,0.0,30.0,19.0,12,643,574,0,17,8,7,0
1000,152.5,9.0,1.0,1.0,8.0,769,11076,4416,1,273,116,10,1
38,111.5,2.0,30.0,0.0,13.5,0,2649,5571,1,3,132,15,1
92,42.0,0.0,0.0,2.0,15.5,1,430,685,0,13,0,7,0
186,176.0,8.0,0.5,6.0,12.0,55,14785,6250,1,95,39,11,1
163,291.0,0.0,22.0,3.0,12.0,56,2660,5241,1,21,114,22,1
369,57.0,2.0,26.0,2.0,15.0,105,5026,3488,1,82,130,11,1
91,231.0,2.0,0.0,10.0,18.0,45,2060,1020,0,160,0,11,0
178,103.0,1.0,0.0,7.0,17.0,40,19830,7263,0,21,61,10,1
61,117.0,1.0,0.0,4.5,15.0,21,473,391,0,48,39,13,0
47,424.0,5.0,0.0,2.0,4.0,24,3972,4595,0,0,31,13,1
228,35.5,1.0,0.0,3.0,17.0,61,483,583,0,87,23,7,0
30,76.5,2.0,27.0,5.0,15.0,1,908,5155,0,14,22,9,0
46,101.0,1.0,7.5,1.0,19.0,38,2871,2469,0,4,144,7,1
7,706.0,52.0,0.0,2.0,11.0,0,6756,4524,1,2,141,12,1
8,68.0,1.0,0.0,119.0,16.0,2,623,437,0,4,0,6,0
299,37.0,1.0,28.0,1.0,15.0,30,654,1144,1,4,148,13,1
748,8.0,0.0,1.0,1.0,14.0,165,5553,7059,1,70,31,12,1
815,33.0,0.0,3.0,2.0,15.0,115,1511,1238,0,179,150,11,0
63,246.0,5.0,29.0,0.0,11.0,2,598,817,1,1,150,9,1
25,115.0,1.0,0.0,16.0,17.0,15,410,365,0,3,41,14,0
26,20.0,0.0,2.0,5.0,16.0,5,205,308,0,1,0,10,0
52,137.0,3.0,0.0,12.0,10.5,42,701,826,1,11,87,10,0
489,27.0,0.0,6.0,0.0,14.0,0,2728,6772,1,12,136,19,1
295,50.0,2.0,6.0,2.0,10.0,72,3772,1083,1,330,128,15,1
6,203.0,4.0,0.0,8.0,15.5,0,4096,3345,0,4,4,9,1
97,111.0,4.0,20.0,1.0,17.0,0,10246,4380,1,1,135,13,1
481,18.0,0.0,0.0,1.0,17.0,148,502,858,0,96,1,11,0
47,77.0,1.0,3.0,17.0,17.0,14,314,383,0,31,82,10,0
48,70.5,2.0,0.0,11.0,17.5,29,398,495,0,10,72,11,0
138,25.0,1.0,5.0,6.0,14.0,126,259,110,1,3,0,8,0
31,41.0,0.0,0.0,9.0,16.0,7,585,663,0,61,42,10,0
941,37.0,1.0,7.0,1.0,15.0,815,2098,1056,1,13,146,14,1
145,70.0,0.0,0.0,7.0,19.0,55,453,516,0,74,64,15,0
3,21.0,0.0,16.0,2.0,14.0,0,7625,738,0,0,144,13,1
59,53.0,0.0,1.0,16.0,18.0,29,539,663,0,50,0,11,0
1000,50.0,2.0,13.0,1.0,18.0,331,12684,2302,1,457,144,13,1
12,62.5,4.0,0.0,1.0,19.0,7,555,1576,0,0,150,10,1
79,566.0,13.0,10.0,2.0,11.0,64,19651,3067,1,798,81,16,1
0,0.0,0.0,0.0,3.5,16.0,0,208,296,0,14,0,7,0
126,64.5,0.5,0.0,5.0,13.5,1,493,385,0,29,74,15,0
0,0.0,0.0,0.0,3.5,16.0,0,227,215,0,1,4,12,0
24,82.5,2.0,0.0,1.0,13.5,0,519,574,0,3,26,9,1
48,28.0,1.0,1.0,17.0,17.0,10,209,401,0,38,11,10,0
68,473.5,4.0,0.0,2.0,17.5,15,11204,5258,0,11,87,14,1
111,46.0,0.0,2.0,4.5,16.0,33,599,788,0,69,50,15,0
0,0.0,0.0,0.0,3.5,16.0,0,404,3396,0,0,91,25,1
38,49.0,0.5,28.0,1.0,12.5,0,1382,5606,1,12,122,10,1
32,33.5,0.0,2.5,12.0,10.5,6,352,371,0,10,116,9,0
129,137.0,2.0,1.0,9.0,15.0,47,1320,1297,0,71,138,14,0
216,51.0,2.0,4.0,3.0,8.0,67,4335,1334,0,23,105,14,1
36,203.0,9.5,0.0,8.0,11.0,10,1496,1043,0,13,47,8,1
672,149952.5,0.0,0.0,1.0,16.0,9,6255036,654,0,665233,0,13,0
216,216.0,7.0,0.0,5.0,7.0,151,5605,750,0,117,54,8,1
74,62.0,0.0,3.0,13.0,17.0,37,278,295,0,80,116,15,0
10,696.0,2.0,6.0,0.0,17.0,0,1117,2,1,20,119,12,1
230,214.0,4.0,0.0,3.0,11.0,126,9997,1219,0,196,85,11,1
114,135.0,2.0,0.0,7.0,22.0,5,625,106,1,39,35,9,0
4,74.0,1.5,0.0,4.0,21.5,1,304,799,0,0,61,12,1
12,185.0,2.5,0.0,49.0,20.0,0,411,501,0,24,0,11,0
486,32.0,1.0,17.0,1.0,16.0,140,2713,2687,1,41,48,18,1
23,52.0,3.0,0.0,42.0,15.0,2,242,246,0,54,0,15,0
158,2.0,0.0,0.0,0.0,14.0,0,83,502,0,0,108,11,1
31,817.0,17.0,0.0,42.0,7.0,2,2649,1317,0,11,101,14,1
53,415.0,19.0,0.0,7.0,4.0,19,3247,555,0,51,89,13,1
423,54.0,2.0,9.0,1.0,7.0,389,9213,7242,1,231,123,9,1
113,54.0,1.0,0.0,6.0,15.0,95,414,619,0,46,7,12,0
19,470.0,15.0,29.0,2.0,16.0,19,2150,3473,0,1,146,7,1
18,98.0,2.5,7.0,2.0,17.0,14,1903,5966,1,7,148,9,1
7,77.0,1.0,0.0,20.0,21.0,1,286,362,0,5,0,9,0
191,24.0,0.0,2.0,5.0,16.0,94,806,983,0,23,58,11,0
104,72.0,2.0,29.0,2.0,14.0,66,1825,1297,1,29,35,19,1
42,63.5,0.0,0.0,12.0,16.0,8,401,350,0,1,14,11,0
51,19.0,0.0,0.0,0.0,14.0,0,562,1556,0,5,0,10,1
26,1063.5,5.5,20.5,4.0,19.0,0,857,2271,0,4,132,17,1
13,58.0,1.0,0.0,55.5,18.0,13,172,261,0,7,80,8,0
111,37.0,1.0,3.0,3.5,14.0,52,609,599,0,139,16,5,0
51,154.0,4.0,23.0,0.0,4.0,41,2918,2073,0,14,123,18,1
66,114.0,1.0,0.0,16.0,19.0,42,475,470,0,46,0,11,0
1000,109.0,1.0,1.0,1.0,6.0,508,7953,3656,0,174,149,14,1
0,0.0,0.0,0.0,3.5,16.0,0,288,304,0,0,18,12,0
12,149.0,5.0,0.0,5.0,17.5,8,1369,498,1,7,30,10,1
49,259.0,8.0,13.0,1.0,13.0,45,1643,473,0,2,86,21,1
79,6.0,0.0,0.0,6.0,17.0,26,142,172,1,36,0,6,0
88,222.0,7.0,0.0,1.0,12.0,22,7639,3306,1,21,99,8,1
8,91.0,0.0,0.0,32.0,20.0,6,335,353,0,32,28,9,0
27,48.0,4.0,24.0,7.0,8.0,21,385,1558,0,8,90,14,0
116,84.0,3.0,0.0,8.0,21.0,45,311,311,0,13,0,10,0
153,91.0,1.0,1.0,4.0,17.0,65,475,621,0,69,29,11,0
15,665.0,13.0,0.0,3.5,16.0,0,4598,2434,0,116,81,11,1
19,45.0,1.0,0.0,35.0,18.0,9,324,337,0,68,0,10,0
